flight_id,aircraft_type,aircraft_age,operational_hours,days_since_maintenance,maintenance_count,airline,origin,destination,distance,flight_duration,weather_condition,weather_severity,engine_temperature,oil_pressure,vibration_level,fuel_consumption,hydraulic_pressure,cabin_pressure,previous_delays,crew_experience,equipment_failure,flight_cancelled
FL16491,Airbus A320,9,43067,268,35,SkyConnect,JFK,LAX,2475,5.07,Clear,1,340.0,33.05,21.38,3522.74,3078.8,11.16,5,18.91,0,0
FL16492,Airbus A350,3,22253,377,41,PacificWings,LAS,PHX,256,0.86,Clear,1,336.58,24.61,16.96,254.73,2945.87,10.94,1,3.35,0,0
FL16493,Airbus A320,5,29045,318,22,OceanAir,MIA,BOS,1258,2.59,Clear,1,313.66,30.39,18.44,1049.04,2976.75,11.12,2,4.51,0,0
FL16494,Boeing 737,12,15726,186,26,SkyConnect,JFK,LAX,2475,4.57,Clear,1,311.06,30.07,10.74,2843.33,2801.59,11.22,7,15.08,0,0
FL16495,Boeing 737,9,25168,378,7,SkyConnect,ATL,DEN,1199,2.46,Rainy,3,337.8,26.46,24.95,1375.51,3028.05,11.44,9,4.06,0,0
FL16496,Airbus A350,10,37670,355,31,OceanAir,LAS,PHX,256,0.37,Foggy,4,339.16,23.36,18.44,382.15,3082.16,11.41,6,11.05,0,1
FL16497,Boeing 737,7,43978,429,41,AirGlobal,ATL,DEN,1199,2.55,Rainy,3,340.0,23.16,23.54,1397.92,3090.73,11.26,3,2.55,0,1
FL16498,Airbus A350,1,29118,212,31,AirGlobal,ORD,SFO,1846,3.9,Clear,1,297.85,32.23,17.64,2381.82,2891.59,11.1,1,19.07,0,0
FL16499,Boeing 777,28,47168,116,16,AirGlobal,LAS,PHX,256,0.46,Rainy,3,340.0,31.42,16.51,234.42,2832.03,11.5,6,16.52,0,0
FL16500,Airbus A320,18,45428,240,38,SkyConnect,LAS,PHX,256,0.53,Clear,1,303.54,29.99,16.21,248.0,2910.98,11.4,1,13.61,0,0
FL16501,Boeing 787,6,10945,250,25,OceanAir,DCA,SAN,2279,4.7,Cloudy,2,301.65,38.04,14.81,1944.52,2913.61,11.44,6,10.52,0,0
FL16502,Boeing 787,9,13303,436,47,OceanAir,JFK,LAX,2475,5.24,Cloudy,2,329.65,36.58,15.71,3130.54,3031.94,11.29,6,13.24,0,0
FL16503,Airbus A350,1,44738,161,45,OceanAir,JFK,LAX,2475,4.66,Clear,1,319.62,22.28,20.91,3126.29,2956.75,10.73,6,21.4,0,0
FL16504,Airbus A350,7,21094,84,33,AirGlobal,DCA,SAN,2279,4.58,Cloudy,2,317.41,34.51,14.43,2253.86,3127.32,10.76,4,6.93,0,0
FL16505,Airbus A320,20,6459,387,29,SkyConnect,DCA,SAN,2279,4.2,Clear,1,332.43,40.0,22.58,3021.37,3174.46,10.73,4,6.42,0,0
FL16506,Boeing 787,11,15954,320,25,PacificWings,JFK,LAX,2475,4.33,Stormy,5,326.57,34.72,18.16,3279.77,3164.53,11.15,9,6.52,0,0
FL16507,Boeing 777,26,17322,300,5,PacificWings,LAS,PHX,256,0.41,Cloudy,2,301.65,31.13,14.76,332.18,2859.59,10.75,0,18.04,0,0
FL16508,Boeing 737,4,9979,298,36,SkyConnect,ORD,SFO,1846,3.91,Rainy,3,316.26,34.0,19.04,2199.79,3071.1,11.41,4,13.25,0,0
FL16509,Boeing 737,25,25317,101,27,AirGlobal,IAH,MCO,848,2.0,Cloudy,2,287.93,34.92,19.55,912.36,3076.56,10.89,2,17.17,0,0
FL16510,Boeing 777,19,37594,153,24,PacificWings,DFW,SEA,1660,3.42,Rainy,3,308.69,34.79,19.93,2153.48,2975.92,11.46,0,15.8,0,0
FL16511,Boeing 777,3,25559,369,34,AirGlobal,DFW,SEA,1660,3.67,Cloudy,2,340.0,26.21,21.46,2219.54,3120.02,11.13,2,5.7,0,0
FL16512,Boeing 787,9,45890,359,46,AirGlobal,JFK,LAX,2475,4.54,Clear,1,334.74,22.95,23.46,3564.17,3180.18,11.08,8,17.89,0,0
FL16513,Boeing 777,5,47725,489,48,OceanAir,ATL,DEN,1199,2.32,Cloudy,2,340.0,22.18,26.04,1636.6,2964.6,10.89,2,5.52,0,0
FL16514,Boeing 737,20,33066,97,21,SkyConnect,IAH,MCO,848,1.49,Clear,1,311.05,44.04,19.37,895.62,2841.96,10.76,2,24.19,0,1
FL16515,Boeing 737,2,8103,229,44,PacificWings,MIA,BOS,1258,2.63,Clear,1,279.92,26.46,10.34,1182.3,2842.65,10.93,0,9.1,1,0
FL16516,Boeing 737,6,43384,227,39,AirGlobal,MIA,BOS,1258,2.38,Rainy,3,331.88,36.52,22.13,1522.54,2897.27,10.8,7,24.06,0,0
FL16517,Boeing 787,7,44404,133,32,AirGlobal,DFW,SEA,1660,2.95,Clear,1,307.61,31.7,17.22,1916.65,3124.27,11.28,0,5.07,0,0
FL16518,Boeing 777,13,47609,429,49,PacificWings,ATL,DEN,1199,2.13,Clear,1,336.32,18.12,29.2,1790.91,2856.15,10.87,1,9.42,0,0
FL16519,Boeing 787,9,29546,335,12,OceanAir,LAS,PHX,256,0.27,Clear,1,327.62,26.57,23.97,221.51,3055.34,11.35,1,6.78,0,0
FL16520,Airbus A320,3,11134,254,29,OceanAir,LAS,PHX,256,0.5,Clear,1,292.34,34.38,13.26,224.72,3114.81,10.99,6,7.52,1,0
FL16521,Airbus A320,5,13731,253,6,AirGlobal,LAS,PHX,256,0.34,Rainy,3,317.6,26.78,21.0,322.78,2909.5,10.92,6,15.03,0,0
FL16522,Airbus A350,6,3756,438,24,AirGlobal,JFK,LAX,2475,4.99,Rainy,3,329.15,31.43,19.4,3504.42,3072.92,11.36,9,17.02,0,0
FL16523,Boeing 737,24,30775,219,32,Continental Express,DCA,SAN,2279,4.37,Stormy,5,308.88,35.47,19.28,2675.65,2877.69,11.45,8,3.07,0,0
FL16524,Boeing 787,5,31940,429,47,PacificWings,JFK,LAX,2475,5.08,Cloudy,2,318.74,26.61,18.93,3160.63,3195.96,10.72,8,24.54,0,0
FL16525,Boeing 737,13,39140,161,42,Continental Express,IAH,MCO,848,1.77,Cloudy,2,340.0,31.01,18.51,792.81,2832.03,11.38,5,10.76,0,0
FL16526,Boeing 787,5,5412,338,36,AirGlobal,ORD,SFO,1846,3.71,Clear,1,316.42,37.9,16.72,1534.73,3010.84,10.64,9,7.82,0,0
FL16527,Boeing 787,4,29515,398,10,Continental Express,DCA,SAN,2279,4.32,Rainy,3,340.0,20.33,21.59,2801.82,2804.58,10.83,3,9.34,0,0
FL16528,Airbus A350,5,5377,147,47,OceanAir,JFK,LAX,2475,4.8,Clear,1,284.43,45.33,12.36,2920.88,3006.56,10.88,0,24.3,1,0
FL16529,Airbus A320,7,29159,116,7,Continental Express,MIA,BOS,1258,2.08,Clear,1,294.56,31.67,20.34,1027.89,2946.84,11.33,4,24.47,0,0
FL16530,Airbus A320,7,20366,57,19,SkyConnect,DFW,SEA,1660,3.37,Cloudy,2,333.22,33.53,12.25,2358.06,2915.42,11.19,7,8.66,0,0
FL16531,Boeing 787,1,30371,32,34,OceanAir,MIA,BOS,1258,2.78,Foggy,4,309.86,40.26,15.7,1841.66,3014.78,10.62,2,11.65,0,0
FL16532,Boeing 787,1,26932,21,46,OceanAir,DFW,SEA,1660,3.48,Clear,1,299.27,43.52,11.09,2252.13,3030.59,10.79,2,3.31,0,0
FL16533,Boeing 737,25,8490,267,29,AirGlobal,IAH,MCO,848,1.81,Clear,1,335.42,33.86,21.13,1220.2,2922.49,10.53,5,5.57,0,0
FL16534,Airbus A350,6,39086,432,30,Continental Express,IAH,MCO,848,1.49,Cloudy,2,331.06,27.96,23.91,968.07,3000.41,10.55,1,14.86,0,1
FL16535,Airbus A320,14,23554,42,43,OceanAir,LAS,PHX,256,0.47,Clear,1,263.61,37.75,14.16,272.61,3154.64,11.44,9,5.6,0,0
FL16536,Boeing 737,10,8404,450,15,SkyConnect,ATL,DEN,1199,2.46,Clear,1,306.09,37.61,18.7,1522.26,3003.21,11.06,9,8.34,0,0
FL16537,Boeing 777,21,43921,296,16,AirGlobal,ORD,SFO,1846,3.69,Foggy,4,340.0,16.29,24.87,1711.73,2887.95,10.52,5,24.08,0,0
FL16538,Airbus A350,6,8226,249,13,SkyConnect,IAH,MCO,848,1.63,Clear,1,311.52,37.34,14.66,1249.49,2847.57,10.98,6,24.54,0,0
FL16539,Boeing 777,27,2613,485,31,OceanAir,ATL,DEN,1199,2.19,Rainy,3,327.59,27.29,20.06,1474.22,3121.09,11.3,7,23.14,0,0
FL16540,Airbus A350,0,34800,175,46,SkyConnect,MIA,BOS,1258,2.8,Stormy,5,340.0,25.95,22.64,1864.41,3179.88,11.28,2,12.54,0,0
FL16541,Boeing 737,23,28343,323,11,Continental Express,MIA,BOS,1258,2.95,Cloudy,2,327.48,24.63,20.19,1740.93,3197.18,11.24,1,3.53,0,0
FL16542,Airbus A320,6,15500,468,24,PacificWings,JFK,LAX,2475,4.97,Cloudy,2,328.58,27.7,22.41,2863.31,2856.3,11.11,5,14.5,0,0
FL16543,Airbus A320,5,4347,492,45,PacificWings,ATL,DEN,1199,2.14,Clear,1,320.84,28.5,16.08,1033.92,2821.62,11.23,3,17.19,0,1
FL16544,Airbus A320,5,10351,311,18,SkyConnect,MIA,BOS,1258,2.5,Clear,1,317.53,33.1,16.93,1195.93,2965.64,10.67,7,22.62,0,0
FL16545,Boeing 777,24,6196,410,39,AirGlobal,ORD,SFO,1846,3.77,Rainy,3,301.36,27.5,21.29,2522.83,3084.55,11.44,4,24.56,0,0
FL16546,Boeing 737,5,5177,326,35,AirGlobal,JFK,LAX,2475,5.27,Clear,1,304.98,29.47,9.56,2792.35,2862.29,10.77,8,3.76,0,0
FL16547,Airbus A350,5,47840,204,5,AirGlobal,LAS,PHX,256,0.4,Clear,1,340.0,32.23,20.38,217.07,2899.32,10.55,0,15.49,0,0
FL16548,Airbus A320,20,40937,70,41,AirGlobal,IAH,MCO,848,1.95,Clear,1,303.36,27.44,19.12,1068.37,2902.65,10.84,2,18.55,0,0
FL16549,Boeing 787,7,3212,326,5,OceanAir,DFW,SEA,1660,3.04,Foggy,4,311.71,47.12,13.36,1392.43,3178.21,11.16,0,21.24,0,0
FL16550,Boeing 737,20,33507,300,40,SkyConnect,ORD,SFO,1846,3.73,Rainy,3,322.78,30.44,25.45,1938.41,3077.92,11.03,8,8.29,1,1
FL16551,Boeing 737,24,27577,430,46,Continental Express,IAH,MCO,848,1.67,Clear,1,340.0,31.08,26.51,820.11,3057.88,11.36,2,16.62,1,1
FL16552,Airbus A350,9,2489,138,6,SkyConnect,ATL,DEN,1199,2.1,Stormy,5,325.94,43.16,10.43,1233.92,3144.59,11.25,3,21.18,0,1
FL16553,Boeing 787,12,39830,405,27,AirGlobal,MIA,BOS,1258,2.26,Rainy,3,336.76,15.15,21.7,1734.97,3141.53,11.21,9,14.01,0,0
FL16554,Boeing 777,12,3639,44,32,Continental Express,LAS,PHX,256,0.56,Rainy,3,281.1,42.86,8.63,328.12,3184.34,10.6,2,21.89,0,0
FL16555,Boeing 787,4,16410,176,24,PacificWings,DCA,SAN,2279,4.91,Clear,1,303.48,33.23,17.58,2770.38,2970.43,11.47,6,19.01,1,0
FL16556,Boeing 777,26,47825,222,23,PacificWings,ATL,DEN,1199,2.41,Cloudy,2,340.0,22.32,28.22,1256.9,2974.36,11.08,6,16.97,0,0
FL16557,Boeing 737,4,3211,245,45,SkyConnect,IAH,MCO,848,2.21,Clear,1,297.25,34.93,17.66,1073.56,3174.77,11.21,7,12.34,0,0
FL16558,Boeing 777,19,9705,422,43,SkyConnect,IAH,MCO,848,1.25,Cloudy,2,340.0,28.33,20.52,987.39,2938.46,11.43,6,12.72,0,0
FL16559,Boeing 737,6,40136,447,26,SkyConnect,DFW,SEA,1660,3.23,Foggy,4,340.0,15.98,26.71,2187.13,3098.06,11.27,6,12.52,0,1
FL16560,Airbus A350,6,10756,255,21,SkyConnect,JFK,LAX,2475,4.38,Clear,1,302.82,42.15,15.83,2987.78,2994.97,11.49,6,3.85,0,0
FL16561,Airbus A320,9,5246,76,19,Continental Express,LAS,PHX,256,0.27,Clear,1,287.48,41.68,12.65,240.07,3169.24,10.84,6,16.61,0,0
FL16562,Boeing 777,4,19396,28,34,PacificWings,ATL,DEN,1199,2.28,Clear,1,309.72,42.7,14.21,1533.96,2827.24,10.88,7,3.22,0,0
FL16563,Boeing 737,10,13741,1,27,OceanAir,DCA,SAN,2279,4.79,Foggy,4,282.81,42.31,9.83,2901.79,2979.73,10.58,8,5.16,0,1
FL16564,Airbus A350,10,33984,96,29,AirGlobal,ATL,DEN,1199,2.73,Clear,1,315.02,32.92,17.28,1426.85,3150.77,10.91,5,22.67,0,0
FL16565,Boeing 737,9,16572,31,10,Continental Express,ORD,SFO,1846,3.42,Cloudy,2,311.86,37.12,11.69,2532.82,2837.22,10.6,9,6.69,0,0
FL16566,Boeing 737,6,25498,68,47,OceanAir,ATL,DEN,1199,2.52,Clear,1,322.05,33.63,16.73,1546.5,2896.24,10.97,1,15.43,0,0
FL16567,Airbus A320,10,8065,324,12,PacificWings,JFK,LAX,2475,4.53,Cloudy,2,298.13,34.98,14.45,3447.15,3087.99,10.99,6,24.7,0,0
FL16568,Airbus A320,2,3781,484,15,SkyConnect,IAH,MCO,848,1.17,Cloudy,2,334.12,21.56,19.37,1149.79,2839.76,10.54,6,16.88,0,0
FL16569,Airbus A320,9,33323,104,40,AirGlobal,ATL,DEN,1199,2.91,Rainy,3,332.33,30.03,19.2,1629.63,3001.73,11.08,4,23.53,0,0
FL16570,Boeing 737,15,25590,388,40,OceanAir,ORD,SFO,1846,4.1,Clear,1,330.96,25.29,21.02,2558.0,2940.14,10.83,7,19.79,0,0
FL16571,Boeing 787,2,36984,61,38,PacificWings,DCA,SAN,2279,4.49,Clear,1,302.85,39.93,16.74,2895.08,3108.61,10.54,7,16.27,0,0
FL16572,Boeing 737,11,17696,106,7,OceanAir,ORD,SFO,1846,3.32,Stormy,5,302.14,35.23,13.31,2469.6,2972.46,10.86,4,19.19,0,0
FL16573,Airbus A350,1,36405,451,41,AirGlobal,ORD,SFO,1846,3.85,Clear,1,333.5,25.31,24.09,2675.37,3192.82,10.92,8,7.59,0,0
FL16574,Boeing 787,8,39667,441,44,Continental Express,DFW,SEA,1660,3.15,Rainy,3,321.82,15.04,26.23,1935.12,3108.47,10.6,9,22.61,1,0
FL16575,Boeing 787,10,42740,409,18,OceanAir,LAS,PHX,256,0.11,Cloudy,2,340.0,20.8,26.48,250.59,3166.02,10.97,9,16.3,0,0
FL16576,Boeing 787,9,23438,88,46,PacificWings,ORD,SFO,1846,3.55,Clear,1,283.16,38.17,16.9,1730.0,2926.37,11.08,3,16.06,0,0
FL16577,Boeing 787,8,31118,352,40,OceanAir,DCA,SAN,2279,4.59,Clear,1,334.85,29.5,17.58,2219.12,3133.11,10.57,6,15.55,1,1
FL16578,Airbus A350,4,37097,21,31,SkyConnect,ORD,SFO,1846,3.91,Cloudy,2,313.44,40.13,15.42,1532.04,2804.05,10.75,8,20.11,0,0
FL16579,Airbus A350,8,24116,151,45,PacificWings,JFK,LAX,2475,5.26,Rainy,3,312.4,34.51,14.55,3377.22,3162.65,11.13,0,11.15,0,0
FL16580,Boeing 737,2,8374,68,36,OceanAir,DFW,SEA,1660,3.28,Cloudy,2,288.46,38.63,12.53,2185.97,2831.77,10.68,2,3.69,0,0
FL16581,Airbus A350,3,34768,347,48,PacificWings,DFW,SEA,1660,2.79,Stormy,5,340.0,29.19,19.88,2077.32,3061.27,10.85,4,6.05,0,0
FL16582,Boeing 737,10,15475,234,43,PacificWings,IAH,MCO,848,1.63,Cloudy,2,313.64,26.28,14.15,851.12,3065.07,11.4,0,9.35,0,0
FL16583,Boeing 787,12,36362,320,13,SkyConnect,DCA,SAN,2279,4.13,Cloudy,2,337.31,31.35,28.31,2933.67,3080.39,11.19,4,23.38,0,0
FL16584,Airbus A320,20,25737,58,44,PacificWings,MIA,BOS,1258,2.28,Clear,1,316.19,35.56,12.81,1289.57,3160.05,10.54,4,21.05,1,1
FL16585,Boeing 777,18,11170,355,31,OceanAir,JFK,LAX,2475,5.35,Cloudy,2,340.0,38.15,17.75,3519.43,3002.23,11.44,3,6.62,1,0
FL16586,Boeing 737,0,4671,211,8,PacificWings,ATL,DEN,1199,1.91,Clear,1,305.68,37.85,13.34,1725.33,3123.13,10.55,1,2.98,0,0
FL16587,Airbus A320,1,27669,310,28,Continental Express,ATL,DEN,1199,2.27,Clear,1,315.99,27.21,16.07,992.65,3045.71,10.74,7,16.04,1,1
FL16588,Boeing 737,6,32843,225,5,AirGlobal,ATL,DEN,1199,2.55,Clear,1,318.84,33.59,25.1,1274.08,3187.55,11.36,7,24.37,1,1
FL16589,Boeing 787,8,32935,153,35,SkyConnect,MIA,BOS,1258,2.34,Rainy,3,340.0,29.59,15.31,1494.32,3035.85,10.82,7,20.05,0,0
FL16590,Boeing 787,0,24977,55,38,SkyConnect,DFW,SEA,1660,3.03,Cloudy,2,305.25,32.7,22.66,1958.21,2811.93,11.25,8,7.62,0,0
FL16591,Airbus A320,9,25041,482,17,SkyConnect,JFK,LAX,2475,5.22,Clear,1,340.0,26.8,21.87,2025.56,3157.98,10.62,2,20.52,1,1
FL16592,Boeing 777,21,4401,305,28,AirGlobal,MIA,BOS,1258,2.83,Rainy,3,282.84,38.99,17.08,1615.26,3021.17,10.71,9,14.37,0,0
FL16593,Boeing 777,24,16779,290,11,Continental Express,MIA,BOS,1258,2.41,Rainy,3,306.62,37.32,13.78,1755.75,2859.66,11.45,8,5.72,0,0
FL16594,Airbus A320,3,49267,3,11,SkyConnect,ORD,SFO,1846,3.55,Rainy,3,310.34,27.11,18.1,1876.1,2830.93,11.33,4,5.78,0,0
FL16595,Boeing 737,12,27028,470,44,Continental Express,LAS,PHX,256,0.34,Clear,1,340.0,27.99,22.0,264.0,2998.61,11.39,5,2.94,0,1
FL16596,Boeing 787,8,21312,93,10,PacificWings,DFW,SEA,1660,3.5,Clear,1,316.75,31.63,11.18,1985.15,3144.06,10.98,1,24.18,0,0
FL16597,Boeing 737,11,7112,355,21,SkyConnect,JFK,LAX,2475,5.19,Clear,1,300.21,31.88,15.04,2950.66,2916.73,11.06,1,19.48,0,0
FL16598,Airbus A320,18,38692,318,14,AirGlobal,DFW,SEA,1660,3.2,Clear,1,340.0,24.76,17.37,1765.28,2888.53,10.5,7,14.57,0,0
FL16599,Boeing 737,21,37846,468,29,OceanAir,ATL,DEN,1199,2.47,Clear,1,325.65,18.62,24.66,1267.67,3135.22,10.59,2,12.13,0,0
FL16600,Airbus A320,1,41253,286,13,SkyConnect,ATL,DEN,1199,2.28,Clear,1,331.92,29.03,17.27,1530.58,3072.41,10.99,7,17.75,0,0
FL16601,Airbus A350,2,35902,156,8,Continental Express,LAS,PHX,256,0.89,Stormy,5,292.21,38.05,13.82,231.02,2852.22,11.29,0,14.09,1,0
FL16602,Airbus A320,19,45858,470,45,AirGlobal,DFW,SEA,1660,3.34,Clear,1,340.0,19.77,30.0,1878.36,3059.92,10.93,7,22.7,1,1
FL16603,Boeing 777,16,28300,278,34,SkyConnect,JFK,LAX,2475,4.83,Clear,1,323.34,25.63,17.33,2525.63,3015.49,10.56,0,22.24,0,0
FL16604,Airbus A320,1,17226,212,30,PacificWings,ORD,SFO,1846,3.82,Rainy,3,296.01,29.2,16.44,1912.01,3129.17,11.01,8,15.13,0,1
FL16605,Airbus A350,6,48931,495,36,OceanAir,JFK,LAX,2475,4.52,Clear,1,330.71,22.75,29.17,2423.17,3184.02,11.27,0,7.98,0,0
FL16606,Airbus A350,5,30924,152,37,OceanAir,IAH,MCO,848,1.52,Clear,1,315.81,35.57,11.59,689.85,3012.73,11.3,4,24.11,0,0
FL16607,Airbus A320,2,26420,103,44,AirGlobal,JFK,LAX,2475,4.63,Stormy,5,314.99,37.53,18.41,3347.56,3083.41,10.97,1,11.79,1,1
FL16608,Boeing 777,20,35559,99,42,PacificWings,DFW,SEA,1660,3.92,Clear,1,333.81,21.87,19.39,2003.83,3055.21,10.67,4,20.99,0,0
FL16609,Airbus A350,6,4349,39,35,Continental Express,DCA,SAN,2279,4.31,Clear,1,299.16,32.67,7.85,2804.15,3089.41,11.4,5,10.41,0,0
FL16610,Boeing 777,26,27971,422,23,Continental Express,ORD,SFO,1846,4.18,Clear,1,340.0,23.85,21.33,1915.27,2909.56,11.42,8,3.43,1,1
FL16611,Boeing 787,0,8000,416,21,PacificWings,DFW,SEA,1660,3.21,Stormy,5,312.9,25.02,15.64,1503.0,2970.08,10.87,3,6.87,1,1
FL16612,Airbus A320,16,35662,362,18,AirGlobal,JFK,LAX,2475,5.24,Cloudy,2,332.06,15.0,23.99,2101.92,3153.81,10.63,7,6.49,1,0
FL16613,Airbus A320,19,26911,474,11,PacificWings,ORD,SFO,1846,3.93,Clear,1,331.78,21.61,23.69,1493.04,2870.17,11.46,8,4.83,0,0
FL16614,Airbus A350,5,25529,41,8,AirGlobal,DCA,SAN,2279,4.4,Clear,1,315.67,42.45,16.5,2515.67,2835.58,11.25,9,17.09,0,0
FL16615,Boeing 777,16,49976,153,45,Continental Express,JFK,LAX,2475,4.84,Clear,1,336.21,20.52,17.65,3251.31,2907.56,11.25,2,9.33,0,0
FL16616,Airbus A320,15,3942,286,40,PacificWings,DFW,SEA,1660,3.34,Cloudy,2,272.83,34.83,20.47,1917.59,2829.8,10.55,7,21.8,0,0
FL16617,Boeing 737,21,34900,139,40,AirGlobal,MIA,BOS,1258,2.75,Cloudy,2,296.72,29.06,17.52,1151.52,2808.46,11.25,9,23.39,1,0
FL16618,Airbus A320,20,44503,54,30,PacificWings,MIA,BOS,1258,2.5,Cloudy,2,304.88,36.36,17.72,1116.86,3164.3,11.35,4,13.44,0,0
FL16619,Boeing 737,12,23128,265,36,PacificWings,IAH,MCO,848,1.68,Cloudy,2,324.79,33.81,14.85,1089.68,3083.27,10.71,0,13.19,0,0
FL16620,Airbus A350,1,29774,399,17,SkyConnect,ATL,DEN,1199,2.04,Clear,1,340.0,26.32,14.25,1488.55,3193.25,11.0,8,7.84,0,0
FL16621,Boeing 787,4,4903,264,39,AirGlobal,DFW,SEA,1660,3.45,Clear,1,301.26,37.61,9.13,1938.99,2826.62,11.47,1,3.24,0,0
FL16622,Boeing 737,21,26729,360,30,Continental Express,DCA,SAN,2279,4.32,Clear,1,333.12,19.19,18.13,2536.28,2975.56,11.33,3,18.03,0,0
FL16623,Boeing 737,2,18256,173,44,PacificWings,JFK,LAX,2475,5.26,Cloudy,2,298.98,35.81,16.18,3578.29,2939.05,11.37,9,8.54,0,0
FL16624,Boeing 777,11,43237,225,18,Continental Express,LAS,PHX,256,0.77,Rainy,3,328.49,31.6,19.09,237.32,3076.99,10.78,9,23.47,0,1
FL16625,Airbus A350,5,34411,40,14,Continental Express,DCA,SAN,2279,4.77,Clear,1,311.43,37.44,15.5,2534.0,2893.58,10.92,3,2.91,0,0
FL16626,Boeing 737,3,6653,478,5,Continental Express,DFW,SEA,1660,3.31,Clear,1,332.29,27.82,25.92,2422.05,3154.37,11.4,7,24.68,0,0
FL16627,Airbus A350,8,37690,309,23,SkyConnect,ORD,SFO,1846,3.86,Clear,1,340.0,25.37,20.17,2581.28,3060.85,10.53,0,23.82,0,0
FL16628,Boeing 787,4,30803,316,29,PacificWings,IAH,MCO,848,1.23,Rainy,3,331.62,36.76,24.34,1222.27,3068.97,10.65,2,11.24,0,0
FL16629,Boeing 777,5,45627,219,8,OceanAir,JFK,LAX,2475,4.85,Foggy,4,340.0,32.96,20.4,2362.64,2801.4,11.01,7,23.96,1,1
FL16630,Boeing 777,3,40430,232,31,PacificWings,MIA,BOS,1258,2.1,Clear,1,340.0,29.0,23.64,1826.71,3073.36,10.56,3,3.61,1,1
FL16631,Boeing 777,24,23577,8,43,OceanAir,JFK,LAX,2475,4.57,Cloudy,2,293.8,32.6,14.49,1990.91,3038.01,11.36,9,5.52,0,0
FL16632,Airbus A350,3,10623,400,30,Continental Express,IAH,MCO,848,1.45,Cloudy,2,297.83,32.44,18.06,1149.81,2819.35,11.32,0,19.26,0,0
FL16633,Airbus A320,14,43300,275,42,OceanAir,DFW,SEA,1660,3.4,Rainy,3,340.0,24.62,23.69,1620.58,2983.51,11.05,0,2.93,1,0
FL16634,Airbus A320,0,39828,375,31,PacificWings,IAH,MCO,848,1.53,Cloudy,2,337.18,31.48,21.03,919.73,3087.28,10.69,8,20.42,0,0
FL16635,Boeing 777,6,40185,473,36,AirGlobal,MIA,BOS,1258,2.46,Clear,1,340.0,30.62,23.79,1244.28,2962.64,10.65,9,18.96,0,0
FL16636,Boeing 787,3,1888,408,43,Continental Express,ATL,DEN,1199,2.25,Clear,1,284.58,37.12,16.86,1004.44,2861.18,11.13,6,11.04,1,1
FL16637,Airbus A350,10,48541,38,13,SkyConnect,ATL,DEN,1199,2.6,Rainy,3,320.12,27.13,15.67,1218.73,2837.08,11.49,0,16.07,0,0
FL16638,Airbus A320,13,7506,259,32,Continental Express,ATL,DEN,1199,3.04,Rainy,3,292.93,38.36,18.87,1181.6,2864.77,11.05,4,20.84,0,0
FL16639,Airbus A350,5,42466,203,41,AirGlobal,ORD,SFO,1846,3.79,Clear,1,314.19,35.66,17.78,1750.89,2968.58,11.22,6,17.65,0,0
FL16640,Boeing 777,30,19740,367,47,SkyConnect,MIA,BOS,1258,2.54,Rainy,3,320.7,32.28,21.67,1621.41,2809.67,11.38,4,7.69,0,0
FL16641,Airbus A320,0,49392,230,43,Continental Express,ATL,DEN,1199,1.77,Clear,1,308.89,25.75,22.25,1212.42,3179.37,11.11,0,21.8,1,1
FL16642,Boeing 777,6,35054,5,44,PacificWings,LAS,PHX,256,0.2,Rainy,3,320.41,36.93,14.17,383.54,2972.45,11.12,8,12.73,1,0
FL16643,Boeing 777,13,13622,292,18,SkyConnect,ORD,SFO,1846,3.8,Rainy,3,314.0,31.86,17.35,2492.44,2941.13,11.5,5,10.1,0,0
FL16644,Boeing 787,9,18578,30,21,PacificWings,JFK,LAX,2475,4.97,Clear,1,312.74,44.95,12.68,3387.18,3131.27,11.35,1,10.7,0,0
FL16645,Boeing 787,1,18469,458,30,Continental Express,ORD,SFO,1846,3.73,Clear,1,333.78,29.07,18.95,1930.01,3144.9,11.1,0,6.59,0,1
FL16646,Boeing 787,7,22056,226,11,Continental Express,ATL,DEN,1199,2.17,Cloudy,2,304.07,33.57,19.57,1260.46,3106.36,11.04,8,18.08,0,1
FL16647,Airbus A320,8,8065,73,13,OceanAir,ORD,SFO,1846,4.08,Cloudy,2,290.8,37.77,7.29,2325.48,3150.86,10.54,5,20.89,0,0
FL16648,Boeing 787,6,29259,443,22,PacificWings,IAH,MCO,848,0.83,Clear,1,320.92,27.49,14.12,914.14,3090.51,10.67,2,24.4,0,0
FL16649,Boeing 777,24,32179,496,34,SkyConnect,DFW,SEA,1660,3.53,Clear,1,340.0,15.25,24.38,2071.77,3067.16,10.8,6,21.83,0,0
FL16650,Boeing 787,11,11223,38,41,OceanAir,DFW,SEA,1660,3.65,Clear,1,305.82,45.42,10.55,1695.72,3045.66,11.1,6,9.33,1,0
FL16651,Airbus A320,0,37441,375,17,OceanAir,DCA,SAN,2279,4.96,Clear,1,340.0,35.42,21.35,2872.85,3047.05,10.89,6,16.27,1,0
FL16652,Airbus A320,8,26783,207,6,OceanAir,JFK,LAX,2475,4.5,Clear,1,290.04,34.74,19.09,2965.02,2950.17,11.3,4,8.32,1,1
FL16653,Boeing 777,11,30553,52,40,PacificWings,DFW,SEA,1660,2.89,Cloudy,2,309.55,36.89,11.59,1330.15,2871.91,10.74,1,12.1,0,0
